"V1","V2","V3","V4","V5","V6"
1.4657886283328,2.78261904761905,1.57709624453966,1.92206612567928,1.59405656166824,1.9133359027384
1.47961630695444,2.87451630735213,1.48715926813723,1.5714907528794,1.57188869127723,2.21906327087066
1.21243864918321,2.13550573514077,1.33266724541658,1.50060321371731,1.44106134706401,1.31136442928783
1.31840332382006,2.56958920907419,1.4725458314509,1.57994222636181,1.43141273187974,1.96747155648155
1.4181955265142,2.34739726027397,1.25183153986943,1.65153171544633,1.42894522829383,1.38445606980497
1.45695045695046,2.62528153153153,1.57048011998649,1.94648361608856,1.68421447570729,3.41705715317527
1.31904287138584,2.20608686350021,1.14177238320569,1.26785119524087,1.20966932769405,1.24906830695553
1.43935926773455,2.38353909465021,1.46668918235738,1.60279852255406,1.64415285744451,1.95042883569803
1.40909834724268,3.1328951486698,1.3415666491738,1.39987008943591,1.31501851325627,2.39216082829076
1.13838555946687,2.24601564763837,1.13653205729194,1.19645871543131,1.17863691401146,1.31416350095755
1.22243528283797,2.60221276595745,1.29827957007785,1.38817158769843,1.32274688569334,2.05618393255236
1.32933104631218,1.50199310252161,0.852849670732689,0.964388936210817,1.03374390467065,0.732590693914582
1.58399175541051,3.90404797601199,1.74370218859451,1.59715855510743,1.69520301485243,2.02537428532938
1.52236919706799,2.36892783728227,1.85669952356548,1.99762369055121,1.82457240272204,2.3212666418369
1.50161457190331,3.46768087010394,1.55315725488452,1.48532264742917,1.69698570845089,1.99329755935814
1.28690884037864,2.20551378446115,1.37494722186945,1.42300239898298,1.40333935343465,1.47722021597329
1.36880100439423,2.56322624743677,1.23380524013493,1.49503730078983,1.24957738838207,1.113863821704
1.356104219835,2.64340596330275,1.3181641223021,1.7016759726508,1.42150797752962,1.87544589615126
1.3448275862069,3.4180790960452,1.6767765361448,1.50437473832236,1.55845561044248,2.19935067588482
1.37937645040864,2.28249944159035,1.44716126450554,1.76327455109832,1.56111690785702,1.40867243774129
1.31726662599146,2.7165991902834,1.22021827693902,1.12759412649676,1.12380487464486,2.03808538642224
1.36464526357511,2.52823582561554,1.24626705526712,1.36952257118259,1.26272518146103,1.60785073198469
1.46691958143995,3.12584358872568,1.64806089896116,1.82879271317682,1.85911669763776,2.27884193135995
1.17368649587495,2.65540540540541,1.1652673772899,1.14799793972109,1.19378929173665,1.71078415967641
1.30671228028784,2.48554325728484,1.28818527012024,1.45528213337744,1.42918850019705,1.54836645188522
1.28375149342891,2.21159556180653,1.13701570116859,1.43813850787486,1.04192959259609,1.26722267812241
1.29359215799894,2.40845070422535,1.45270586071568,1.42636539321442,1.56438239110774,2.13791222049925
1.29359215799894,2.66437532222031,1.2244874968627,1.15798096604354,1.42327712718326,1.3388782296901
1.35754722602944,2.42169728783902,1.29326407895921,1.30980286847653,1.36653653914253,1.80427520702071
1.4448838358873,2.55157501022734,1.35423691774107,1.59442500802824,1.24027801853942,1.75760056401322
1.36913323904386,3.01906779661017,1.38266495014902,1.63307777478685,1.34403510088909,1.62545380382222
1.21021021021021,2.53390693988452,1.30058362319165,1.60418373996302,1.33259109182545,1.60563698114187
1.09890498057224,2.29588839941263,1.24040187479865,1.14218720984992,1.25042826947554,1.39941031526545
1.49108296717498,2.50387735623956,1.43060918495824,1.75941451680202,1.3621506495794,1.6065227681467
1.36595098592646,2.02066055579805,1.31728915611018,1.44855790247365,1.37430637230343,1.79354275193406
1.43225609134468,2.84357217512484,1.32819917806383,1.78912748676126,1.53353426975516,1.60496795064638
1.4448838358873,2.27849293563579,1.55183274464824,1.6528117394108,1.69979152562327,2.2651046841255
1.37780591226061,2.16470462328767,1.3148411320589,1.52201269793262,1.57087413439824,2.23546221199102
1.36199095022624,2.19558154645874,1.21816185694543,1.54882158791941,1.30725329756665,2.09409632383118
1.29948741576916,2.06096654275093,1.26011655612718,1.58901852124717,1.32222547946232,1.38242064372713
1.48611638581148,2.35855720240852,1.22305228763172,1.12222901942844,1.47808531084309,1.47232922006393
1.45778970805502,2.62361102945499,1.31581113550906,1.36119662236577,1.31792217815526,1.74090758999754
1.25688246682722,3.03559070687098,1.20511448190874,1.23081274066535,1.43552776047506,1.46832725406493
1.35327366933585,2.36964470883589,1.39338360540009,1.56718676594082,1.46833203856245,1.92240399640317
1.25076650308071,2.30281690140845,0.929892883072214,1.02756233132542,0.96669903113566,0.877615005074559
1.58912713883474,2.65940766550523,1.64594665443184,2.20673353896056,1.49021896520029,2.19273441106521
1.33821763151573,1.97294361607584,1.05131143695889,1.16571566842334,1.1117161849371,1.1797806833484
1.38433633350981,2.25246913580247,1.20473674566319,1.35937983026009,1.23056797009349,1.3774063127786
1.3645530347101,2.89571661998133,1.62617464515103,1.69041238411541,1.71407113741084,1.96711335333462
1.32295271049596,2.27475505524286,1.3458075487412,1.40911796319278,1.4270848977147,1.70652623776702
1.50098711444159,2.70582208293153,1.31601655495848,1.68119601857405,1.32222398280728,1.42010072508937
1.44827515944332,2.75072463768116,1.61429966231752,2.41133274855395,1.66514732036609,2.11349443390476
1.12537438183465,2.09384920634921,1.10757705292253,1.3918107225367,1.22169338677427,1.2869945823229
1.61837263483354,3.06015037593985,1.5270261824695,1.8833930424819,1.57592673041876,2.48073575023256
1.35785813771438,3.40270848182466,1.62314459521896,1.49785965571326,1.60573665925342,2.39062335348899
1.80406549971767,3.24845096982759,1.69024437727952,1.80877977522544,2.13611266842812,2.28487151023186
1.43264503441495,1.93511673151751,1.13574593884785,1.40734701387978,1.09300883334648,1.26782974477426
1.38268356852428,2.432716568545,1.25068462093108,1.26039275008124,1.28621203302269,1.81126198678051
1.58854888580872,3.66695427092321,1.54499399611163,1.47199870153773,1.51494619460774,2.88157713817312
