"V1","V2","V3","V4","V5","V6"
1.02169550360688,1.87290969899666,0.869769856089114,0.848671281482557,0.957945134577904,0.899279447384894
0.850651279222708,1.43140569395018,0.762438046469197,0.871733947987768,0.856261597147851,1.02481992235646
0.942462600690449,1.75447194315119,0.872907071185159,0.779604125010471,1.00330419122787,0.920830105867845
0.943382873319179,2.06452282157676,1.04137409489988,0.951564440242788,1.07647897711027,1.00412108342013
1.03046371485963,2.01274397244546,1.05147042829153,0.990813864758436,1.06430711954614,1.1065130357766
1.08471802375955,1.96926713947991,1.08093879092485,1.26512783541347,1.01023937698677,1.37379327145802
1,2.1671792004473,1.20735150740764,1.51101350806115,1.36868564707669,1.53108063300554
0.947835159102765,2.37885956175299,1.20910238918541,1.76906646763757,1.26774734638753,1.73544225189911
1.05075222040964,2.02320343599413,0.957201632601354,0.971203986703366,1.06695925357766,0.933658405039065
1.02932551319648,2.21239436619718,1.10756350988937,1.12287024999112,1.19513968358943,1.30091208088484
1.06052581804426,2.27292753623188,1.14048664987506,1.52235608863334,1.27486137000365,1.41822631570139
0.964722276118745,2.03795309168444,1.09766050930389,1.24647571261297,0.99548399535034,1.31474600845586
0.964444444444444,1.95114503816794,0.933475074919063,0.878150251684366,0.963317435518199,0.868024516275057
1,2.30883413461538,1.01641661078445,1.17444947501819,1.0173441321031,1.06908031748526
1.02897422199687,1.74842177944368,1.02367158075591,1.10250688896958,1.13980201327627,0.995044183070005
0.98504351402638,2.98832684824903,1.09191791155336,1.10261252513983,1.21402315733577,1.40366029262464
0.956167986192915,1.83410997204101,0.922856602177312,1.17460786733596,0.992656520353168,0.880406298126121
0.881388452817024,1.76503164556962,0.929970421598629,0.894591772699106,0.911832140240177,0.964033023050186
0.96538774380008,1.43688507431442,0.697036185130806,0.738231557840395,0.776095422716527,0.590199041420708
1.24477557139797,2.32414369256475,1.28216507664767,1.28692328784195,1.38564899844401,1.506937240205
0.970562260818369,2.49050108376897,1.2032727936527,1.49882316102433,1.39119106863976,1.25985636856135
