"V1","V2","V3","V4","V5","V6"
1.08032464544199,2.06229797237731,0.997758484897102,0.97822967273836,1.01096378760086,1.0278549708547
0.968085276142148,1.66393442622951,0.753123176920629,0.779554509743356,0.7895630636753,0.619585859723066
1.06692096633875,1.70734658599827,0.942724546759002,1.10212833330455,1.0505355002291,1.26381996285462
1.19164226776684,2.009,1.22106967853043,1.46264342413472,1.07209280945002,1.16855686739261
1,1.79846058568522,0.917580202785755,1.08162530261324,0.900669027081555,0.896353097239669
1.04785833931563,1.90975586586872,1.00570532730752,1.31730093864805,0.975659159983293,1.22064452990841
1.14603870025557,1.82065467957584,0.84730892310135,0.951199756496473,0.899643553367954,0.833145383548126
1.04506316890641,1.89343729694607,0.889316361616323,0.849135368304277,0.83965186266862,1.01609139394239
1.1860222854698,2.62051282051282,1.44868497636037,1.42956457779417,1.45776438292041,1.83352666683029
0.980786473677469,1.80858841664832,1.05032378413587,1.39372876559259,1.13634742318796,1.24128211168332
0.899729740315695,1.91867007672634,1.06659955151577,1.34848678017716,1.23672128868634,1.08233268613185
1.17683465959328,2.21157594841805,1.38923281991094,1.88304002715249,1.21275502321693,1.42970981591202
1.07421525798236,2.08661571624535,1.24318144367927,1.37901509439688,1.47145575340862,1.535105276383
0.93871422442851,1.63684341755319,0.818391895352458,1.03067798237034,0.806335624482249,0.775568468866558
1.06568144499179,1.63684341755319,0.943805963826149,1.13211027210984,0.902062562567648,0.909405498315307
0.872198639828381,1.67686187278094,1.12423101975677,1.01421975185879,1.21739382718625,1.04422765905879
0.962767607818802,1.78821879382889,0.956461969168262,1.16394214436872,0.970270870064994,0.962738145775582
0.993554105229232,1.6141925649928,0.967436781548534,1.08280862047177,1.14519284242411,0.926096801714709
0.826086956521739,1.642875,0.853975914490418,0.99817613981376,0.852974137827335,0.863494712605132
0.865542109766532,1.47618864883534,0.797532139203195,0.81406848700635,0.766669475298667,0.765870639802507
0.816575551527223,1.76713713924584,0.925324252092703,1.02624507699183,0.982156609622836,0.91429754802209
1.31352157372536,2.2359437751004,1.28907591489075,1.51512847795313,1.18065331386056,1.25197420463295
1.16157926165303,1.94175125699649,1.12375692666571,1.34478527900847,1.28271664748949,1.17948067203568
1.0871678819881,2.35979220779221,1.30866380326084,1.23644900757569,1.49362434561777,1.4298574831234
1.00681605180199,1.57380249913225,0.984568475765727,1.13907934918672,1.09940364712303,0.840859159618371
0.867109634551495,1.56783157894737,0.790777317416108,0.892788496136518,0.846916387434953,0.770979552862161
