"V1","V2","V3","V4","V5","V6"
1.29356545485578,2.45102142501246,1.17790843694943,1.32107455906872,1.12881532098947,1.12473956286013
1.60143418922045,2.56013001083424,1.28542953888397,1.58204701199225,1.26503330783486,1.19785904073752
1.44445254011913,2.77775944563603,1.71775557391187,1.85035755858319,1.75790357596793,2.36587079611888
1.38077454668607,2.50477233609764,1.44381368614002,1.86904073466991,1.56758775660712,1.88946244768764
1.62156347119292,2.78486394557823,1.47236175615543,1.70909830254152,1.47074400134699,1.73577521285732
1.31356060538576,2.2319749216301,1.19749175987468,1.24668510960216,1.2398651891442,1.09259408398548
1.48664451344628,2.21513299784328,1.30246320299277,1.529096133235,1.38976183709076,1.53930713960687
1.44055249616322,3.31668331668332,1.52999925417876,1.44147633441302,1.88482146368375,1.77980652904323
1.33776937107343,2.16211334386995,1.29848595414171,1.25316431940292,1.43609303959873,1.62439771808876
1.23747680890538,1.95191029900332,1.09348760647034,1.11282340622981,1.16121898929642,1.14159423673586
1.50596711213771,2.53071814030718,1.59612510705618,1.78138752712087,1.55224906346975,1.90344126756324
1.50217286335104,2.38824007311872,1.21318436627959,1.77290665049205,1.33229769463978,1.19185240409641
1.23416461772626,2.2937441643324,1.40731226773359,1.50885702371048,1.54487985742204,1.66526080616844
1.34404072318764,2.92821513771416,1.5215165039327,1.5480966823487,1.7669048356271,1.5706785211727
1.56273764258555,2.37751317587351,1.34670169335612,1.32656385980777,1.3864553212748,1.74541631367342
1.41471133908109,3.20144824311491,1.63652193739504,1.96165493190022,2.00839033358841,2.11961662882997
1.38756855575868,2.5186510233072,1.41230304888354,1.52622108076663,1.48324017645874,2.19532644033964
1.52188175650488,2.38958515495968,1.41784275348219,1.61749599344744,1.39636010846298,1.62513379689181
1.36379236379236,2.17158729447605,1.36153722221574,1.59816481742028,1.42887647218205,1.79504642777484
1.41179549816786,2.92232277526395,1.62035611430951,1.79314717464405,1.55805164039796,2.08376335449594
1.38276820857256,2.60303413400759,1.54921669792324,1.97926643484404,1.62645189659546,1.88489499687924
1.24645717806531,2.15452880687421,1.28602929704991,1.5643617528082,1.39624005728106,1.50065072496517
1.50505050505051,2.94693396226415,1.60715533190299,1.72253599160062,1.54079188018416,2.29680451908072
1.47911812320448,2.89644444444444,1.8791524853838,1.80186134962896,1.78435960683152,2.63651673960552
1.43765671301573,3.02397480021,1.74025339978113,2.12473725592929,2.02167110598968,2.60422730369359
1.45952731686076,2.29192546583851,1.25801526314279,1.6425802284514,1.22483606264806,1.33207920808148
1.34775048902412,2.50403940886699,1.42127441266455,1.37072630117872,1.60171799874696,1.87413078930608
1.45018007202881,3.10779069767442,1.49988640818355,1.75766088854591,1.58317819868616,1.76350747731312
1.37258625013435,2.51442453689645,1.30316046525656,1.41849759418322,1.24079648167004,1.60047029782849
