"V1","V2","V3","V4","V5","V6"
1.81188601120403,2.3632851445663,1.58966209697449,1.34804157565573,1.45211970209129,2.28950858075707
1.96751826190719,2.53391791499208,2.00373582332345,2.05345161245547,2.30313627090439,3.51845292776234
1.85204943973402,2.44181233537441,1.78133570800792,1.58316090225817,1.7230017619148,2.88006630999921
1.71516849303782,2.11758922651302,1.6652819166846,1.32984834680344,1.59835433560572,2.01893784292185
1.7089984258934,1.8241575534964,1.39895258030336,1.56840979375986,1.31810831018392,1.74590057029465
1.6351803286577,1.79007177033493,1.50683686872336,1.51387288513479,1.64749906623774,2.00260577354513
1.96957418327846,2.2089823863773,1.72770693528073,1.95621049929034,1.66232105727282,3.14151987313247
1.80144259667401,2.23455229095265,1.85667276018623,1.84910422872538,1.92854795881486,3.41882587606966
1.8740876709934,2.06109470815353,1.87293492344458,1.92903968950551,1.96894458418703,2.90019697333948
1.8740876709934,2.35949384128694,2.09444311917543,1.97018471547153,2.23855840924155,3.58729136291516
1.86691757939696,2.36837933451257,1.8141880533324,1.59420376687005,2.04700554322737,5.072810126049
1.81853527659671,2.47456478682373,1.75740645600695,1.42327664061103,1.80401611925589,3.00455555472246
2.04515911517354,2.38560985515094,1.75296228470592,1.42391247060632,1.69631512578463,3.04253649944572
1.7429718875502,2.14387520785494,1.46802870453483,1.31255217038241,1.62308108583311,1.70578460615602
1.75602079912425,2.29065577708383,1.71263659857837,1.35344429765648,1.7660817870457,3.09073872555084
1.82874058714395,2.2652596730809,1.66309690183129,1.41304860738792,1.88210666127819,2.18136246695522
1.78211517165006,2.34957109166458,1.89319393003882,1.43446677617682,1.80658672442724,3.18264185292876
1.85587007611631,2.59398475849538,1.74872248742001,1.46796048112319,1.80031819669161,2.53492443182677
1.96288795324131,2.7162398344985,2.10388085380098,2.23172898454958,2.19260604686603,4.34269193564421
1.82271939612396,2.23949135704351,1.84520032938852,2.15052826415343,1.89405038345478,2.97053113075883
1.93019183838738,2.46753246753247,1.85262707568071,1.51030923763422,1.98620152090103,3.23801003275592
1.75303120500257,1.99987889797154,1.64338840074078,1.48786274204497,1.65279812784615,2.65206747602761
1.72158236452701,2.10644257703081,1.79364177646984,1.87446610012094,2.03998937384708,2.93624745392059
1.7052094504566,2.11073500967118,1.62580775777038,1.43519367029165,1.83564904450417,2.65321166517886
1.81622895392917,2.0017789702387,1.58901001609917,1.69177464943842,1.64193719432293,2.57851047251675
1.96060442525634,2.23581932773109,1.67594969324229,1.35630628846384,1.78058146154736,2.88336926069579
1.90854743253581,2.65911111111111,1.86004173129315,1.52181133717092,1.79884194160171,3.13918670997054
1.88442377718048,2.42469490658417,1.94444827603752,1.85796585202476,2.07709044246731,3.45296793838409
1.79529541625316,2.10802535453373,1.67825164556868,1.49138788413206,1.76559468514065,2.97092005377493
2.05137730426859,2.39142346634902,2.00006483946051,1.6967899518336,2.09371831849037,2.84543911006677
1.87262175526639,2.59392103724959,1.94412598952262,2.04925713171453,2.11254190076171,3.22097374806099
1.83156823886457,2.01725018015854,1.76416151128597,1.5959211345783,1.7310703021085,1.97877529282079
1.90335196718175,2.46087428542349,1.67363307643901,1.35312165301193,1.63679729440276,2.70550471833411
